TF	target	score	module
ZNF257	CBFA2T2	1	AC-AD-7
ZNF257	DEDD	1	AC-AD-7
ZNF257	DUSP22	1	AC-AD-7
ZNF257	GNAI2	1	AC-AD-7
ZNF257	KPNB1	1	AC-AD-7
ZNF257	MAP3K12	1	AC-AD-7
ZNF257	RNF167	1	AC-AD-7
ZNF257	SET	1	AC-AD-7
ZNF257	SRRM1	1	AC-AD-7
ZNF257	UBE2G2	1	AC-AD-7
ZNF257	WDFY3	1	AC-AD-7
ZNF274	BPTF	1	AC-AD-7
ZNF274	DLG1	1	AC-AD-7
ZNF274	GANAB	1	AC-AD-7
ZNF274	GNA13	1	AC-AD-7
ZNF274	HIPK1	1	AC-AD-7
ZNF274	RHOBTB3	1	AC-AD-7
ZNF274	RNF19A	1	AC-AD-7
ZNF274	SET	1	AC-AD-7
ZNF274	SPAG9	1	AC-AD-7
ZNF274	TPR	1	AC-AD-7
ZNF274	VASP	1	AC-AD-7
ZNF274	WNK1	1	AC-AD-7
ZNF274	WSB1	1	AC-AD-7
ZNF282	AAAS	1	AC-AD-7
ZNF282	AKAP1	1	AC-AD-7
ZNF282	ALAD	1	AC-AD-7
ZNF282	ANKFY1	1	AC-AD-7
ZNF282	ASXL1	1	AC-AD-7
ZNF282	BRD2	1	AC-AD-7
ZNF282	CADM1	1	AC-AD-7
ZNF282	CCT8	1	AC-AD-7
ZNF282	CLDN6	1	AC-AD-7
ZNF282	DEDD	1	AC-AD-7
ZNF282	DICER1	1	AC-AD-7
ZNF282	DLGAP4	1	AC-AD-7
ZNF282	FGFR3	1	AC-AD-7
ZNF282	HNRNPU	1	AC-AD-7
ZNF282	KIF5B	1	AC-AD-7
ZNF282	NOL9	1	AC-AD-7
ZNF282	NR1D2	1	AC-AD-7
ZNF282	PLEKHA1	1	AC-AD-7
ZNF282	PTPN11	1	AC-AD-7
ZNF282	PURA	1	AC-AD-7
ZNF282	RC3H2	1	AC-AD-7
ZNF282	RIN1	1	AC-AD-7
ZNF282	RNF167	1	AC-AD-7
ZNF282	RNF19A	1	AC-AD-7
ZNF282	STX16	1	AC-AD-7
ZNF282	TBCD	1	AC-AD-7
ZNF282	TFDP1	1	AC-AD-7
ZNF282	TPR	1	AC-AD-7
ZNF282	USP13	1	AC-AD-7
ZNF282	ZFYVE9	1	AC-AD-7
ZNF318	ABT1	1	AC-AD-7
ZNF318	AP2B1	1	AC-AD-7
ZNF318	ATF6	1	AC-AD-7
ZNF318	DEDD	1	AC-AD-7
ZNF318	GOLGA3	1	AC-AD-7
ZNF318	KIF5C	1	AC-AD-7
ZNF318	LRRC41	1	AC-AD-7
ZNF318	OGDH	1	AC-AD-7
ZNF318	PICALM	1	AC-AD-7
ZNF318	ZBTB38	1	AC-AD-7
ZNF318	ZNF292	1	AC-AD-7
ZNF329	HMGB1	1	AC-AD-7
ZNF329	MAX	1	AC-AD-7
ZNF329	PIK3R1	1	AC-AD-7
ZNF329	PRKCI	1	AC-AD-7
ZNF329	RC3H2	1	AC-AD-7
ZNF329	STX16	1	AC-AD-7
ZNF329	ZBTB38	1	AC-AD-7
ZNF329	ZFYVE9	1	AC-AD-7
ZNF331	AKAP1	1	AC-AD-7
ZNF331	KPNB1	1	AC-AD-7
ZNF331	LRRC41	1	AC-AD-7
ZNF331	TXNIP	1	AC-AD-7
ZNF350	ASXL1	1	AC-AD-7
ZNF350	BBX	1	AC-AD-7
ZNF350	CHD4	1	AC-AD-7
ZNF350	CRADD	1	AC-AD-7
ZNF350	FBXO21	1	AC-AD-7
ZNF350	GNAI2	1	AC-AD-7
ZNF350	HMGB1	1	AC-AD-7
ZNF350	MAP3K7	1	AC-AD-7
ZNF350	MAPRE1	1	AC-AD-7
ZNF350	PDK4	1	AC-AD-7
ZNF350	RAP2A	1	AC-AD-7
ZNF350	RNF167	1	AC-AD-7
ZNF350	SPAG9	1	AC-AD-7
ZNF350	STX16	1	AC-AD-7
ZNF350	TCF4	1	AC-AD-7
ZNF350	TNPO2	1	AC-AD-7
ZNF350	TNRC6B	1	AC-AD-7
ZNF350	TXNIP	1	AC-AD-7
ZNF350	ZNF292	1	AC-AD-7
ZNF362	ANKFY1	1	AC-AD-7
ZNF362	CREB1	1	AC-AD-7
ZNF362	DLG1	1	AC-AD-7
ZNF362	GMFB	1	AC-AD-7
ZNF362	GNAI2	1	AC-AD-7
ZNF362	RHOBTB3	1	AC-AD-7
ZNF362	SEMA6A	1	AC-AD-7
ZNF362	SLC9A1	1	AC-AD-7
ZNF362	SRRM1	1	AC-AD-7
ZNF362	TCF4	1	AC-AD-7
ZNF362	VASP	1	AC-AD-7
ZNF362	WWP1	1	AC-AD-7
ZNF391	ARF6	1	AC-AD-7
ZNF391	BBX	1	AC-AD-7
ZNF391	BRD2	1	AC-AD-7
ZNF391	CAB39L	1	AC-AD-7
ZNF391	CALM1	1	AC-AD-7
ZNF391	CLDN6	1	AC-AD-7
ZNF391	DDN	1	AC-AD-7
ZNF391	DICER1	1	AC-AD-7
ZNF391	EFNB2	1	AC-AD-7
ZNF391	GNAI2	1	AC-AD-7
ZNF391	GNB2	1	AC-AD-7
ZNF391	GOLGA3	1	AC-AD-7
ZNF391	GPS2	1	AC-AD-7
ZNF391	KCNB1	1	AC-AD-7
ZNF391	KPNB1	1	AC-AD-7
ZNF391	MAP3K7	1	AC-AD-7
ZNF391	MAX	1	AC-AD-7
ZNF391	NCAM1	1	AC-AD-7
ZNF391	OGDH	1	AC-AD-7
ZNF391	PRKCI	1	AC-AD-7
ZNF391	SEC14L1	1	AC-AD-7
ZNF391	SEMA6A	1	AC-AD-7
ZNF391	SPAG9	1	AC-AD-7
ZNF391	STX16	1	AC-AD-7
ZNF391	TCF4	1	AC-AD-7
ZNF391	TNPO2	1	AC-AD-7
ZNF394	ARIH2	1	AC-AD-7
ZNF394	BBX	1	AC-AD-7
ZNF394	HIPK1	1	AC-AD-7
ZNF394	LRRC41	1	AC-AD-7
ZNF394	STX16	1	AC-AD-7
ZNF394	ZNF148	1	AC-AD-7
ZNF407	AAAS	1	AC-AD-7
ZNF407	ACD	1	AC-AD-7
ZNF407	ARF6	1	AC-AD-7
ZNF407	ASXL1	1	AC-AD-7
ZNF407	ATF6	1	AC-AD-7
ZNF407	BSG	1	AC-AD-7
ZNF407	DEDD	1	AC-AD-7
ZNF407	EIF4B	1	AC-AD-7
ZNF407	EIF4G1	1	AC-AD-7
ZNF407	EPN1	1	AC-AD-7
ZNF407	FOXN3	1	AC-AD-7
ZNF407	GMFB	1	AC-AD-7
ZNF407	GNB2	1	AC-AD-7
ZNF407	GPS2	1	AC-AD-7
ZNF407	HIPK1	1	AC-AD-7
ZNF407	HYAL2	1	AC-AD-7
ZNF407	IPO9	1	AC-AD-7
ZNF407	MRPL46	1	AC-AD-7
ZNF407	PCBP2	1	AC-AD-7
ZNF407	PICALM	1	AC-AD-7
ZNF407	PICK1	1	AC-AD-7
ZNF407	PRKCI	1	AC-AD-7
ZNF407	PRPF40A	1	AC-AD-7
ZNF407	RAP2A	1	AC-AD-7
ZNF407	RC3H2	1	AC-AD-7
ZNF407	SEMA6A	1	AC-AD-7
ZNF407	SLCO2B1	1	AC-AD-7
ZNF407	SRRM1	1	AC-AD-7
ZNF407	STX16	1	AC-AD-7
ZNF407	TBCD	1	AC-AD-7
ZNF407	TMEM106B	1	AC-AD-7
ZNF407	TNPO2	1	AC-AD-7
ZNF407	TNRC6B	1	AC-AD-7
ZNF407	TPR	1	AC-AD-7
ZNF407	UBE2G2	1	AC-AD-7
ZNF407	WAC	1	AC-AD-7
ZNF407	WWP1	1	AC-AD-7
ZNF407	YY1	1	AC-AD-7
ZNF407	ZNF292	1	AC-AD-7
ZNF423	AAAS	1	AC-AD-7
ZNF423	ABT1	1	AC-AD-7
ZNF423	ANP32A	1	AC-AD-7
ZNF423	APC	1	AC-AD-7
ZNF423	BRD2	1	AC-AD-7
ZNF423	CHD4	1	AC-AD-7
ZNF423	CLIC4	1	AC-AD-7
ZNF423	DAP	1	AC-AD-7
ZNF423	DPF1	1	AC-AD-7
ZNF423	EFNB2	1	AC-AD-7
ZNF423	FOXN3	1	AC-AD-7
ZNF423	GLUL	1	AC-AD-7
ZNF423	GNA13	1	AC-AD-7
ZNF423	HNRNPU	1	AC-AD-7
ZNF423	IL6ST	1	AC-AD-7
ZNF423	KCNB1	1	AC-AD-7
ZNF423	MAX	1	AC-AD-7
ZNF423	MBP	1	AC-AD-7
ZNF423	MTUS1	1	AC-AD-7
ZNF423	PCBP2	1	AC-AD-7
ZNF423	PICALM	1	AC-AD-7
ZNF423	PIK3R1	1	AC-AD-7
ZNF423	PLEKHA5	1	AC-AD-7
ZNF423	RALA	1	AC-AD-7
ZNF423	RGP1	1	AC-AD-7
ZNF423	SCD	1	AC-AD-7
ZNF423	SEMA6A	1	AC-AD-7
ZNF423	SPTB	1	AC-AD-7
ZNF423	SPTBN1	1	AC-AD-7
ZNF423	STX16	1	AC-AD-7
ZNF423	TSPAN5	1	AC-AD-7
ZNF423	UBE2G2	1	AC-AD-7
ZNF423	ZBTB38	1	AC-AD-7
ZNF426	GLG1	1	AC-AD-7
ZNF507	BPTF	1	AC-AD-7
ZNF507	EIF4B	1	AC-AD-7
ZNF507	GNB2	1	AC-AD-7
ZNF507	MAP3K12	1	AC-AD-7
ZNF507	MAX	1	AC-AD-7
ZNF507	PICALM	1	AC-AD-7
ZNF507	RC3H2	1	AC-AD-7
ZNF507	SLC25A36	1	AC-AD-7
ZNF507	TEX10	1	AC-AD-7
ZNF507	TNPO2	1	AC-AD-7
ZNF507	TNRC6B	1	AC-AD-7
ZNF507	ZNF292	1	AC-AD-7
ZNF512B	ARFRP1	1	AC-AD-7
ZNF512B	BBX	1	AC-AD-7
ZNF512B	DICER1	1	AC-AD-7
ZNF512B	KLF6	1	AC-AD-7
ZNF512B	NR1D2	1	AC-AD-7
ZNF528	BPTF	1	AC-AD-7
ZNF528	CALM1	1	AC-AD-7
ZNF528	CEP68	1	AC-AD-7
ZNF528	EPN1	1	AC-AD-7
ZNF528	GOLGA3	1	AC-AD-7
ZNF528	HMGB1	1	AC-AD-7
ZNF528	NCAM1	1	AC-AD-7
ZNF528	PCBP2	1	AC-AD-7
ZNF528	PICALM	1	AC-AD-7
ZNF528	PTPRD	1	AC-AD-7
ZNF528	RC3H2	1	AC-AD-7
ZNF528	SEMA6A	1	AC-AD-7
ZNF528	TNPO2	1	AC-AD-7
ZNF528	VASP	1	AC-AD-7
ZNF528	ZNF148	1	AC-AD-7
ZNF528	ZNF292	1	AC-AD-7
ZNF549	ASXL1	1	AC-AD-7
ZNF549	GOLGA3	1	AC-AD-7
ZNF549	NCAM1	1	AC-AD-7
ZNF549	SEC14L1	1	AC-AD-7
ZNF549	SEMA6A	1	AC-AD-7
ZNF549	SPAG9	1	AC-AD-7
ZNF549	TCF4	1	AC-AD-7
ZNF586	FKBP5	1	AC-AD-7
ZNF589	BRD2	1	AC-AD-7
ZNF589	BSG	1	AC-AD-7
ZNF589	CHD4	1	AC-AD-7
ZNF589	GSK3B	1	AC-AD-7
ZNF589	HSP90B1	1	AC-AD-7
ZNF589	KPNB1	1	AC-AD-7
ZNF589	LRRC41	1	AC-AD-7
ZNF589	RNF167	1	AC-AD-7
ZNF589	STAT5B	1	AC-AD-7
ZNF589	WSB1	1	AC-AD-7
ZNF589	ZNF331	1	AC-AD-7
ZNF592	AAAS	1	AC-AD-7
ZNF592	ANKRD36B	1	AC-AD-7
ZNF592	ARF6	1	AC-AD-7
ZNF592	ARFRP1	1	AC-AD-7
ZNF592	BPTF	1	AC-AD-7
ZNF592	CAB39L	1	AC-AD-7
ZNF592	CEP350	1	AC-AD-7
ZNF592	CEP68	1	AC-AD-7
ZNF592	DEDD	1	AC-AD-7
ZNF592	DLGAP4	1	AC-AD-7
ZNF592	DYNC1LI2	1	AC-AD-7
ZNF592	FKBP5	1	AC-AD-7
ZNF592	GLG1	1	AC-AD-7
ZNF592	GNA13	1	AC-AD-7
ZNF592	HADHA	1	AC-AD-7
ZNF592	HMGB1	1	AC-AD-7
ZNF592	HNRNPU	1	AC-AD-7
ZNF592	KLF6	1	AC-AD-7
ZNF592	LRRC41	1	AC-AD-7
ZNF592	MAP7	1	AC-AD-7
ZNF592	MAPRE1	1	AC-AD-7
ZNF592	MAX	1	AC-AD-7
ZNF592	MPDU1	1	AC-AD-7
ZNF592	MRPL33	1	AC-AD-7
ZNF592	PICK1	1	AC-AD-7
ZNF592	PLEKHA1	1	AC-AD-7
ZNF592	RC3H2	1	AC-AD-7
ZNF592	RHOBTB3	1	AC-AD-7
ZNF592	SCARB2	1	AC-AD-7
ZNF592	SEC14L1	1	AC-AD-7
ZNF592	SLCO2B1	1	AC-AD-7
ZNF592	TBCD	1	AC-AD-7
ZNF592	TPR	1	AC-AD-7
ZNF592	TTLL12	1	AC-AD-7
ZNF592	TXNIP	1	AC-AD-7
ZNF592	UBE2G2	1	AC-AD-7
ZNF592	WSB1	1	AC-AD-7
ZNF592	XPO7	1	AC-AD-7
ZNF592	ZBTB38	1	AC-AD-7
ZNF592	ZNF331	1	AC-AD-7
ZNF623	CRADD	1	AC-AD-7
ZNF623	RNF167	1	AC-AD-7
ZNF654	AAAS	1	AC-AD-7
ZNF654	ARFRP1	1	AC-AD-7
ZNF654	GNAI2	1	AC-AD-7
ZNF654	KCNB1	1	AC-AD-7
ZNF654	RIN1	1	AC-AD-7
ZNF654	SEC14L1	1	AC-AD-7
ZNF654	SLC9A1	1	AC-AD-7
ZNF654	ZNF212	1	AC-AD-7
ZNF667	GOLGA3	1	AC-AD-7
ZNF669	COX7A2	1	AC-AD-7
ZNF669	SEMA6A	1	AC-AD-7
ZNF7	ABL1	1	AC-AD-7
ZNF7	BRD2	1	AC-AD-7
ZNF7	CHN2	1	AC-AD-7
ZNF7	GLUL	1	AC-AD-7
ZNF7	KCNB1	1	AC-AD-7
ZNF7	KIF5B	1	AC-AD-7
ZNF7	MAP3K12	1	AC-AD-7
ZNF7	PCBP2	1	AC-AD-7
ZNF7	PDK4	1	AC-AD-7
ZNF7	RANBP3	1	AC-AD-7
ZNF7	SLC9A1	1	AC-AD-7
ZNF7	TRAM1	1	AC-AD-7
ZNF7	UBE2G2	1	AC-AD-7
ZNF7	UNC13A	1	AC-AD-7
ZNF7	ZBTB38	1	AC-AD-7
ZNF7	ZMYND11	1	AC-AD-7
ZNF7	ZNF148	1	AC-AD-7
ZNF711	AKAP1	1	AC-AD-7
ZNF711	ANKFY1	1	AC-AD-7
ZNF711	ARFRP1	1	AC-AD-7
ZNF711	ARIH2	1	AC-AD-7
ZNF711	ASXL1	1	AC-AD-7
ZNF711	BPTF	1	AC-AD-7
ZNF711	BRD2	1	AC-AD-7
ZNF711	BRD4	1	AC-AD-7
ZNF711	DICER1	1	AC-AD-7
ZNF711	EIF4G1	1	AC-AD-7
ZNF711	FBXO21	1	AC-AD-7
ZNF711	GOLGA3	1	AC-AD-7
ZNF711	HMGB1	1	AC-AD-7
ZNF711	HSP90B1	1	AC-AD-7
ZNF711	KDELR1	1	AC-AD-7
ZNF711	MRPL33	1	AC-AD-7
ZNF711	NKTR	1	AC-AD-7
ZNF711	NOL9	1	AC-AD-7
ZNF711	PCBP2	1	AC-AD-7
ZNF711	PTPN11	1	AC-AD-7
ZNF711	RC3H2	1	AC-AD-7
ZNF711	RNF141	1	AC-AD-7
ZNF711	RNF167	1	AC-AD-7
ZNF711	RNF19A	1	AC-AD-7
ZNF711	SH2B1	1	AC-AD-7
ZNF711	SLC25A36	1	AC-AD-7
ZNF711	SLC2A8	1	AC-AD-7
ZNF711	SRRM1	1	AC-AD-7
ZNF711	STX16	1	AC-AD-7
ZNF711	WAC	1	AC-AD-7
ZNF711	ZBTB38	1	AC-AD-7
ZNF711	ZFR	1	AC-AD-7
ZNF711	ZNF24	1	AC-AD-7
ZNF711	ZNF292	1	AC-AD-7
ZNF8	ANP32A	1	AC-AD-7
ZNF8	CLIC4	1	AC-AD-7
ZNF8	COX7A2	1	AC-AD-7
ZNF8	CRBN	1	AC-AD-7
ZNF8	DUSP22	1	AC-AD-7
ZNF8	GNB2	1	AC-AD-7
ZNF8	HMGB1	1	AC-AD-7
ZNF8	KPNB1	1	AC-AD-7
ZNF8	MAP3K12	1	AC-AD-7
ZNF8	NCAM1	1	AC-AD-7
ZNF8	RC3H2	1	AC-AD-7
ZNF8	RHOBTB3	1	AC-AD-7
ZNF8	SCD	1	AC-AD-7
ZNF8	SEC14L1	1	AC-AD-7
ZNF8	STX16	1	AC-AD-7
ZNF8	TCF4	1	AC-AD-7
ZNF8	TPR	1	AC-AD-7
ZNF8	ZNF212	1	AC-AD-7
ZNF85	HMGB1	1	AC-AD-7
ZNF85	KDELR1	1	AC-AD-7
ZNF85	STX16	1	AC-AD-7
ZNF85	TMEM106B	1	AC-AD-7
ZSCAN2	ARF6	1	AC-AD-7
ZSCAN2	CEP350	1	AC-AD-7
ZSCAN2	CHN2	1	AC-AD-7
ZSCAN2	DYNC1LI2	1	AC-AD-7
ZSCAN2	FOXN3	1	AC-AD-7
ZSCAN2	HADHA	1	AC-AD-7
ZSCAN2	KIF5B	1	AC-AD-7
ZSCAN2	PRKCI	1	AC-AD-7
ZSCAN2	RASSF4	1	AC-AD-7
ZSCAN2	RHOBTB3	1	AC-AD-7
ZSCAN2	SLCO2B1	1	AC-AD-7
ZSCAN2	SORT1	1	AC-AD-7
ZSCAN2	XRCC1	1	AC-AD-7
ZZZ3	HNRNPU	1	AC-AD-7
ZZZ3	RNF167	1	AC-AD-7
ZZZ3	SH2B1	1	AC-AD-7
